Train Losses,Val Losses,Train Accs,Val Accs
0.7057028622589834,0.6931474779324898,0.49993771022798056,0.4985044865403789
0.6957799778255502,0.6931474779324898,0.49993771022798056,0.4985044865403789
0.6931474802873344,0.6931474779324898,0.5000622897720194,0.4985044865403789
0.6931474802873344,0.6931474779324898,0.5000622897720194,0.4985044865403789
0.6931474802873344,0.6931474779324898,0.5000622897720194,0.4985044865403789
0.6931474802873344,0.6931474779324898,0.5000622897720194,0.4985044865403789
0.6931474802873344,0.6931474779324898,0.5000622897720194,0.4985044865403789
0.6931474802873344,0.6931474779324898,0.5000622897720194,0.4985044865403789
0.6931474802873344,0.6931474779324898,0.5000622897720194,0.4985044865403789
0.6931474802873344,0.6931474779324898,0.5000622897720194,0.4985044865403789
